0|iata_code|1|city_rus|2|city_eng
HIK|HIK|Гонолулу|Гонолулу|Honolulu|Honolulu
HIL|HIL|Шилаво|Шилаво|Shillavo|Shillavo
HIM|HIM|||Hingurakgoda|Hingurakgoda
HIN|HIN|||Jinju|Jinju
HIO|HIO|||Hillsboro|Hillsboro
HIP|HIP|||Headingly|Headingly
HIR|HIR|||Honiara|Honiara
HIS|HIS|Хейман Айленд|Хейман Айленд|Hayman Island|Hayman Island
HIT|HIT|Хиваро|Хиваро|Hivaro|Hivaro
HIW|HIW|Хиросима|Хиросима|Hiroshima|Hiroshima
HIX|HIX|||Hiva Oa|Hiva Oa
HJJ|HJJ|||Zhi Jiang|Zhi Jiang
HJR|HJR|Кхаджурахо|Кхаджурахо|Khajuraho|Khajuraho
HJT|HJT|||Khujirt|Khujirt
HKA|HKA|||Blytheville|Blytheville
HKB|HKB|||Healy Lake|Healy Lake
HKD|HKD|Хакодате|Хакодате|Hakodate|Hakodate
HKG|HKG|Гонконг|Гонконг|Hong Kong|Hong Kong
HKK|HKK|Хокитика|Хокитика|Hokitika|Hokitika
HKN|HKN|||Hoskins|Hoskins
HKS|HKS|Джексон|Джексон|Jackson|Jackson
HKT|HKT|Пхукет|Пхукет|Phuket|Phuket
HKV|HKV|Хасково|Хасково|Haskovo|Haskovo
HKY|HKY|||Hickory|Hickory
HLA|HLA|Лансерия|Лансерия|Lanseria|Lanseria
HLB|HLB|||Batesville|Batesville
HLC|HLC|||Hill City|Hill City
HLD|HLD|Хайлар|Хайлар|Hailar|Hailar
HLF|HLF|Хултсфред|Хултсфред|Hultsfred|Hultsfred
HLG|HLG|||Wheeling|Wheeling
HLH|HLH|Уланьхот|Уланьхот|Ulanhot|Ulanhot
HLI|HLI|||Hollister|Hollister
HLL|HLL|||Hillside|Hillside
HLM|HLM|||Holland|Holland
HLN|HLN|Хелена|Хелена|Helena|Helena
HLP|HLP|Джакарта|Джакарта|Jakarta|Jakarta
HLR|HLR|||Killeen|Killeen
HLS|HLS|Сент Хеленс|Сент Хеленс|St Helens|St Helens
HLT|HLT|Гамильтон|Гамильтон|Hamilton|Hamilton
HLU|HLU|||Houailou|Houailou
HLV|HLV|Хеленвейл|Хеленвейл|Helenvale|Helenvale
HLW|HLW|Хлухлуве|Хлухлуве|Hluhluwe|Hluhluwe
HLY|HLY|||Holyhead|Holyhead
HLZ|HLZ|Гамильтон|Гамильтон|Hamilton|Hamilton
HMA|HMA|Ханты-Мансийск|Ханты-Мансийск|Khanty-mansiysk|Khanty-mansiysk
HME|HME|||Hassi Messaoud|Hassi Messaoud
HMG|HMG|||Hermannsburg|Hermannsburg
HMI|HMI|Хами|Хами|Hami|Hami
HMJ|HMJ|Хмельницкий|Хмельницкий|Khmelnitskiy|Khmelnitskiy
HMN|HMN|Аламогордо|Аламогордо|Alamogordo|Alamogordo
HMO|HMO|Хермосилльо|Хермосилльо|Hermosillo|Hermosillo
HMR|HMR|Хамар|Хамар|Hamar|Hamar
HMS|HMS|||Homeshore AK|Homeshore AK
HMT|HMT|||Hemet|Hemet
HMV|HMV|||Hemavan|Hemavan
HNA|HNA|||Hanamaki|Hanamaki
HNB|HNB|||Huntingburg|Huntingburg
HNC|HNC|||Hatteras|Hatteras
HND|HND|Токио|Токио|Tokyo|Tokyo
HNE|HNE|||Tahneta Pass Lodge|Tahneta Pass Lodge
HNG|HNG|Хьенгене|Хьенгене|Hienghene|Hienghene
HNH|HNH|||Hoonah|Hoonah
HNI|HNI|Хейвени|Хейвени|Heiweni|Heiweni
HNK|HNK|||Hinchinbrook Island|Hinchinbrook Island
HNL|HNL|Гонолулу|Гонолулу|Honolulu|Honolulu
HNM|HNM|||Hana|Hana
HNN|HNN|Хонинаби|Хонинаби|Honinabi|Honinabi
HNO|HNO|||Hercegnovi|Hercegnovi
HNS|HNS|||Haines|Haines
HNX|HNX|||Hanna|Hanna
HNY|HNY|Хеньян|Хеньян|Hengyang|Hengyang
HOA|HOA|Хола|Хола|Hola|Hola
HOB|HOB|||Hobbs|Hobbs
HOC|HOC|||Komako|Komako
HOD|HOD|||Hodeidah|Hodeidah
HOE|HOE|Хоуисей|Хоуисей|Houeisay|Houeisay
HOF|HOF|||Alahsa|Alahsa
HOG|HOG|Голгуин|Голгуин|Holguin|Holguin
HOH|HOH|Хохенемс|Хохенемс|Hohenems|Hohenems
HOI|HOI|Хао-Айленд|Хао-Айленд|Hao Island|Hao Island
HOK|HOK|||Hooker Creek|Hooker Creek
HOL|HOL|||Holikachu|Holikachu
HOM|HOM|||Homer|Homer
HON|HON|||Huron|Huron
HOO|HOO|Кваньдук|Кваньдук|Quanduc|Quanduc
HOP|HOP|||Hopkinsville|Hopkinsville
HOQ|HOQ|Хоф|Хоф|Hof|Hof
HOR|HOR|||Horta|Horta
HOS|HOS|||Chos Malal|Chos Malal
HOT|HOT|||Hot Springs|Hot Springs
HOU|HOU|||Houston, TX|Houston, TX
HOV|HOV|||Orsta-Volda|Orsta-Volda
HOW|HOW|||Fort Kobbe|Fort Kobbe
HOX|HOX|Хомалин|Хомалин|Homalin|Homalin
HOY|HOY|Хой-Айленд|Хой-Айленд|Hoy Island|Hoy Island
HPB|HPB|||Hooper Bay|Hooper Bay
HPE|HPE|||Hope Vale|Hope Vale
HPH|HPH|Хейфонг|Хейфонг|Haiphong|Haiphong
HPN|HPN|||White Plains|White Plains
HPP|HPP|||Poipet|Poipet
HPR|HPR|Претория|Претория|Pretoria|Pretoria
HPT|HPT|||Hampton|Hampton
HPV|HPV|||Kauai Island|Kauai Island
HPY|HPY|||Baytown|Baytown
HQM|HQM|||Hoquiam|Hoquiam
HRA|HRA|Мансехра|Мансехра|Mansehra|Mansehra
HRB|HRB|Харбин|Харбин|Harbin|Harbin
HRC|HRC|Жайрем|Жайрем|Zhairem|Zhairem
HRE|HRE|Хараре|Хараре|Harare|Harare
HRG|HRG|Хургада|Хургада|Hurghada|Hurghada
HRJ|HRJ|Чаурджхари|Чаурджхари|Chaurjhari|Chaurjhari
HRK|HRK|Харьков|Харьков|Kharkov|Kharkov
HRL|HRL|Харлинген|Харлинген|Harlingen|Harlingen
HRN|HRN|Герон Айленд|Герон Айленд|Heron Island|Heron Island
HRO|HRO|||Harrison|Harrison
HRR|HRR|Херрера|Херрера|Herrera|Herrera
HRS|HRS|Харрисмит|Харрисмит|Harrismith|Harrismith
HRT|HRT|Херрогейт|Херрогейт|Harrogate|Harrogate
HRY|HRY|||Henbury|Henbury
HRZ|HRZ|||Horizontina|Horizontina
HSB|HSB|||Harrisburg|Harrisburg
HSC|HSC|Шаогуань|Шаогуань|Shaoguan|Shaoguan
HSG|HSG|||Saga|Saga
HSH|HSH|Лас Вегас|Лас Вегас|Las Vegas|Las Vegas
HSI|HSI|||Hastings|Hastings
HSK|HSK|Хуэска|Хуэска|Huesca|Huesca
HSL|HSL|||Huslia|Huslia
HSM|HSM|||Horsham|Horsham
HSN|HSN|Чжушань|Чжушань|Zhoushan|Zhoushan
HSP|HSP|||Hot Springs|Hot Springs
HSS|HSS|Хиссар|Хиссар|Hissar|Hissar
HST|HST|||Homestead|Homestead
HSV|HSV|||Huntsville|Huntsville
HSZ|HSZ|||Hsinchu|Hsinchu
HTA|HTA|Чита|Чита|Chita|Chita
HTB|HTB|||Terre-de-Bas|Terre-de-Bas
HTF|HTF|||Hatfield|Hatfield
HTG|HTG|Хатанга|Хатанга|Hatanga|Hatanga
HTH|HTH|||Hawthorne|Hawthorne
HTI|HTI|Хамилтон Айленд|Хамилтон Айленд|Hamilton Island|Hamilton Island
HTL|HTL|||Houghton|Houghton
HTM|HTM|||Khatgal|Khatgal
HTN|HTN|Хотан|Хотан|Hotan|Hotan
HTO|HTO|||East Hampton|East Hampton
HTR|HTR|Хатерума|Хатерума|Hateruma|Hateruma
HTS|HTS|||Huntington|Huntington
HTU|HTU|||Hopetoun|Hopetoun
HTW|HTW|||Chesapeake/Huntington Wv|Chesapeake/Huntington Wv
HTZ|HTZ|Хато-Коросал|Хато-Коросал|Hato Corozal|Hato Corozal
HUA|HUA|||Huntsville|Huntsville
HUB|HUB|Хамберт-Ривер|Хамберт-Ривер|Humbert River|Humbert River
HUC|HUC|||Humacao|Humacao
HUD|HUD|||Humboldt|Humboldt
HUE|HUE|Хумера|Хумера|Humera|Humera
HUF|HUF|||Terre Haute|Terre Haute
HUG|HUG|Хухутенанго|Хухутенанго|Huehuetenango|Huehuetenango
HUH|HUH|||Huahine|Huahine
HUI|HUI|Гуе|Гуе|Hue|Hue
HUJ|HUJ|||Hugo|Hugo
HUK|HUK|||Hukuntsi|Hukuntsi
HUL|HUL|||Houlton|Houlton
HUM|HUM|||Houma|Houma
HUN|HUN|Хуалянь|Хуалянь|Hualien|Hualien
HUQ|HUQ|Хоун|Хоун|Houn|Houn
HUS|HUS|||Hughes|Hughes
HUT|HUT|||Hutchinson|Hutchinson
HUU|HUU|Уануко|Уануко|Huanuco|Huanuco
HUV|HUV|Худиксвалл|Худиксвалл|Hudiksvall|Hudiksvall
HUX|HUX|Хуатулко|Хуатулко|Huatulco|Huatulco
HUY|HUY|Хамберсайд|Хамберсайд|Humberside|Humberside
HUZ|HUZ|Хуэйчжоу|Хуэйчжоу|Huizhou|Huizhou
HVA|HVA|Аналалава|Аналалава|Analalava|Analalava
HVB|HVB|Херви Бей|Херви Бей|Hervey Bay|Hervey Bay
HVD|HVD|||Khovd|Khovd
HVE|HVE|||Hanksville|Hanksville
HVG|HVG|Хоннигсвог|Хоннигсвог|Honningsvag|Honningsvag
HVK|HVK|Холмавик|Холмавик|Holmavik|Holmavik
HVM|HVM|Хваммстанги|Хваммстанги|Hvammstangi|Hvammstangi
HVN|HVN|||New Haven|New Haven
HVR|HVR|||Havre|Havre
HVS|HVS|||Hartsville|Hartsville
HWA|HWA|Хавабанго|Хавабанго|Hawabango|Hawabango
HWD|HWD|||Hayward|Hayward
HWI|HWI|||Hawk Inlet|Hawk Inlet
HWK|HWK|||Hawker|Hawker
HWN|HWN|||Hwange Nat Park|Hwange Nat Park
HWO|HWO|Холливуд|Холливуд|Hollywood|Hollywood
HXX|HXX|||Hay|Hay
HYA|HYA|Хианнис|Хианнис|Hyannis|Hyannis
HYC|HYC|Хай-Вайкомб|Хай-Вайкомб|High Wycombe|High Wycombe
HYD|HYD|Хидерабад|Хидерабад|Hyderabad|Hyderabad
HYF|HYF|Хейфильдз|Хейфильдз|Hayfields|Hayfields
HYG|HYG|||Hydaburg|Hydaburg
HYL|HYL|||Hollis|Hollis
HYN|HYN|Хуанань|Хуанань|Huangyan|Huangyan
HYR|HYR|||Hayward|Hayward
HYS|HYS|||Hays|Hays
HYV|HYV|Хивинкаа|Хивинкаа|Hyvinkaa|Hyvinkaa
HZB|HZB|Хазебрук|Хазебрук|Hazebrouck|Hazebrouck
HZG|HZG|Ханьчжун|Ханьчжун|Hanzhong|Hanzhong
HZH|HZH|||Liping City|Liping City
HZK|HZK|Хусавик|Хусавик|Husavik|Husavik
HZL|HZL|||Hazleton|Hazleton
HZV|HZV|Хезивью|Хезивью|Hazyview|Hazyview
IAA|IAA|Игарка|Игарка|Igarka|Igarka
IAB|IAB|Вичита|Вичита|Wichita|Wichita
IAD|IAD|||Washington, DC|Washington, DC
IAG|IAG|Ниагара Фоллз|Ниагара Фоллз|Niagara Falls|Niagara Falls
IAH|IAH|Хьюстон|Хьюстон|Houston|Houston
IAM|IAM|||In Amenas|In Amenas
IAN|IAN|||Kiana|Kiana
IAQ|IAQ|Бахреган|Бахреган|Bahregan|Bahregan
IAR|IAR|Ярославль|Ярославль|Yaroslavl|Yaroslavl
IAS|IAS|Иаси|Иаси|Iasi|Iasi
IAU|IAU|||Iaura|Iaura
IBA|IBA|Ибадан|Ибадан|Ibadan|Ibadan
IBE|IBE|Ибаги|Ибаги|Ibague|Ibague
IBI|IBI|Ибоки|Ибоки|Iboki|Iboki
IBL|IBL|||Indigo Bay Lodge|Indigo Bay Lodge
IBO|IBO|Ибо|Ибо|Ibo|Ibo
IBP|IBP|Иберия|Иберия|Iberia|Iberia
IBZ|IBZ|Ибица|Ибица|Ibiza|Ibiza
ICA|ICA|Икабару|Икабару|Icabaru|Icabaru
ICI|ICI|Кикия|Кикия|Cicia|Cicia
ICK|ICK|||Nieuw Nickerie|Nieuw Nickerie
ICL|ICL|||Clarinda|Clarinda
ICN|ICN|Сеул|Сеул|Seoul|Seoul
ICO|ICO|||Sicogon Island|Sicogon Island
ICR|ICR|Никаро|Никаро|Nicaro|Nicaro
ICT|ICT|Вичита|Вичита|Wichita|Wichita
ICY|ICY|||Icy Bay|Icy Bay
IDA|IDA|Айдахо Фоллз|Айдахо Фоллз|Idaho Falls|Idaho Falls
IDB|IDB|Идре|Идре|Idre|Idre
IDC|IDC|||Ila Da Chilonzuene|Ila Da Chilonzuene
IDF|IDF|Идиофа|Идиофа|Idiofa|Idiofa
IDG|IDG|||Ida Grove|Ida Grove
IDI|IDI|||Indiana, PA|Indiana, PA
IDK|IDK|||Indulkana|Indulkana
IDN|IDN|Индаген|Индаген|Indagen|Indagen
IDO|IDO|||Santa Isabel do Morro|Santa Isabel do Morro
IDP|IDP|Индепенденс|Индепенденс|Independence|Independence
IDR|IDR|Индор|Индор|Indore|Indore
IEG|IEG|Зелена-Гора|Зелена-Гора|Zielona Gora|Zielona Gora
IEJ|IEJ|Иежима|Иежима|Iejima|Iejima
IES|IES|||Riesa|Riesa
IEV|IEV|Киев|Киев|Kiev|Kiev
IFA|IFA|||Iowa Falls|Iowa Falls
IFF|IFF|||Iffley|Iffley
IFH|IFH|||Hesa|Hesa
IFJ|IFJ|Исафьордур|Исафьордур|Isafjordur|Isafjordur
IFL|IFL|||Innisfail|Innisfail
IFN|IFN|Исфахан|Исфахан|Isfahan|Isfahan
IFO|IFO|Ивано-Франковск|Ивано-Франковск|Ivano-Frankovsk|Ivano-Frankovsk
IFP|IFP|||Bullhead City|Bullhead City
IGA|IGA|||Inagua|Inagua
IGB|IGB|Инженеро-Джако|Инженеро-Джако|Ingeniero Jacobacci|Ingeniero Jacobacci
IGE|IGE|Игуэла|Игуэла|Iguela|Iguela
IGG|IGG|||Igiugig|Igiugig
IGH|IGH|||Ingham|Ingham
IGL|IGL|Измир|Измир|Izmir|Izmir
IGM|IGM|||Kingman|Kingman
IGN|IGN|Илиган|Илиган|Iligan|Iligan
IGO|IGO|Чигородо|Чигородо|Chigorodo|Chigorodo
IGR|IGR|||Iguazu|Iguazu
IGS|IGS|||Ingolstadt-manching|Ingolstadt-manching
IGU|IGU|||Iguassu Falls|Iguassu Falls
IHA|IHA|||Niihama|Niihama
IHC|IHC|||Inhaca|Inhaca
IHN|IHN|Кишн|Кишн|Qishn|Qishn
IHO|IHO|Ихоси|Ихоси|Ihosy|Ihosy
IHR|IHR|||Iran Shahr|Iran Shahr
IHU|IHU|Иху|Иху|Ihu|Ihu
IIA|IIA|||Galloway|Galloway
IIL|IIL|||Ilaam|Ilaam
IIN|IIN|Нисиноомоте|Нисиноомоте|Nishinoomote|Nishinoomote
IIS|IIS|Ниссан-Айленд|Ниссан-Айленд|Nissan Island|Nissan Island
IJK|IJK|Ижевск|Ижевск|Izhevsk|Izhevsk
IJU|IJU|||Ijui|Ijui
IJX|IJX|||Jacksonville|Jacksonville
IKA|IKA|Тегеран|Тегеран|Tehran|Tehran
IKB|IKB|||Wilkesboro|Wilkesboro
IKI|IKI|Ики|Ики|Iki|Iki
IKK|IKK|||Kankakee|Kankakee
IKL|IKL|Икела|Икела|Ikela|Ikela
IKO|IKO|||Nikolski|Nikolski
IKP|IKP|||Inkerman|Inkerman
IKS|IKS|Тикси|Тикси|Tiksi|Tiksi
IKT|IKT|Иркутск|Иркутск|Irkutsk|Irkutsk
ILA|ILA|Иллага|Иллага|Illaga|Illaga
ILB|ILB|||Ilha Solteira|Ilha Solteira
ILE|ILE|||Killeen|Killeen
ILF|ILF|||Ilford|Ilford
ILG|ILG|||Wilmington|Wilmington
ILH|ILH|||Illisheim|Illisheim
ILI|ILI|||Iliamna|Iliamna
ILK|ILK|Илака|Илака|Ilaka|Ilaka
ILL|ILL|||Willmar|Willmar
ILM|ILM|||Wilmington|Wilmington
ILN|ILN|||Wilmington|Wilmington
ILO|ILO|Йоило|Йоило|Iloilo|Iloilo
ILP|ILP|||Ile Des Pins|Ile Des Pins
ILQ|ILQ|||Ilo|Ilo
ILR|ILR|Илорин|Илорин|Ilorin|Ilorin
ILU|ILU|Килагуни|Килагуни|Kilaguni|Kilaguni
ILX|ILX|||Ileg|Ileg
ILY|ILY|||Islay|Islay
ILZ|ILZ|Жилина|Жилина|Zilina|Zilina
IMA|IMA|Иамалеле|Иамалеле|Iamalele|Iamalele
IMB|IMB|Имбаимадай|Имбаимадай|Imbaimadai|Imbaimadai
IMD|IMD|Имонда|Имонда|Imonda|Imonda
IMF|IMF|Имфал|Имфал|Imphal|Imphal
IMG|IMG|Иньяминга|Иньяминга|Inhaminga|Inhaminga
IMI|IMI|||Ine Island|Ine Island
IMK|IMK|Симикот|Симикот|Simikot|Simikot
IML|IML|||Imperial|Imperial
IMM|IMM|||Immokalee|Immokalee
IMN|IMN|||Imane|Imane
IMO|IMO|||Zemio|Zemio
IMP|IMP|||Imperatriz|Imperatriz
IMT|IMT|||Iron Mountain|Iron Mountain
IMZ|IMZ|Нимроз|Нимроз|Nimroz|Nimroz
INA|INA|Инта|Инта|Inta|Inta
INB|INB|Индепенденс|Индепенденс|Independence|Independence
INC|INC|Фучуан|Фучуан|Yinchuan|Yinchuan
IND|IND|||Indianapolis, IN|Indianapolis, IN
INE|INE|Шинде|Шинде|Chinde|Chinde
INF|INF|Ин-Геззам|Ин-Геззам|In Guezzam|In Guezzam
ING|ING|||Lago Argentino|Lago Argentino
INH|INH|Иньямбане|Иньямбане|Inhambane|Inhambane
INI|INI|Ниш|Ниш|Nis|Nis
INJ|INJ|||Injune|Injune
INK|INK|||Wink|Wink
INL|INL|||International Falls|International Falls
INM|INM|||Innamincka|Innamincka
INN|INN|Инсбрук|Инсбрук|Innsbruck|Innsbruck
INO|INO|Инонго|Инонго|Inongo|Inongo
INQ|INQ|Инишир|Инишир|Inisheer|Inisheer
INR|INR|Со Сен Мари|Со Сен Мари|Sault Ste Marie|Sault Ste Marie
INS|INS|||Indian Springs|Indian Springs
INT|INT|||Winston Salem|Winston Salem
INU|INU|||Nauru Island|Nauru Island
INV|INV|||Inverness|Inverness
INW|INW|||Winslow, AZ|Winslow, AZ
INX|INX|Инанватан|Инанватан|Inanwatan|Inanwatan
INY|INY|||Inyati|Inyati
INZ|INZ|Ин-Салах|Ин-Салах|In Salah|In Salah
IOA|IOA|Иоаннина|Иоаннина|Ioannina|Ioannina
IOK|IOK|Иокеа|Иокеа|Iokea|Iokea
IOM|IOM|||Isle Of Man|Isle Of Man
ION|ION|Импфондо|Импфондо|Impfondo|Impfondo
IOP|IOP|Иома|Иома|Ioma|Ioma
IOR|IOR|Инишмор|Инишмор|Inishmore|Inishmore
IOS|IOS|Илеус|Илеус|Ilheus|Ilheus
IOU|IOU|||Ile Ouen|Ile Ouen
IOW|IOW|||Iowa City, IA|Iowa City, IA
IPA|IPA|Ипота|Ипота|Ipota|Ipota
IPC|IPC|||Isla de Pascua, Easter Island|Isla de Pascua, Easter Island
IPE|IPE|Ипил|Ипил|Ipil|Ipil
IPG|IPG|Ипиранга|Ипиранга|Ipiranga|Ipiranga
IPH|IPH|Ипох|Ипох|Ipoh|Ipoh
IPI|IPI|Ипиалес|Ипиалес|Ipiales|Ipiales
IPL|IPL|||Imperial|Imperial
IPN|IPN|Ипатинга|Ипатинга|Ipatinga|Ipatinga
IPT|IPT|||Williamsport|Williamsport
IPU|IPU|||Ipiau|Ipiau
IPW|IPW|Ипсвич|Ипсвич|Ipswich|Ipswich
IQM|IQM|Куэмо|Куэмо|Qiemo|Qiemo
IQN|IQN|Куаньян|Куаньян|Qingyang|Qingyang
IQQ|IQQ|Икуике|Икуике|Iquique|Iquique
IQT|IQT|Икуитос|Икуитос|Iquitos|Iquitos
IRA|IRA|Киракира|Киракира|Kirakira|Kirakira
IRB|IRB|||Iraan|Iraan
IRC|IRC|||Circle|Circle
IRD|IRD|||Ishurdi|Ishurdi
IRE|IRE|||Irece|Irece
IRG|IRG|||Lockhart River|Lockhart River
IRI|IRI|Иринга|Иринга|Iringa|Iringa
IRJ|IRJ|Ла-Риоха|Ла-Риоха|La Rioja|La Rioja
IRK|IRK|||Kirksville|Kirksville
IRN|IRN|Ириона|Ириона|Iriona|Iriona
IRO|IRO|||Birao|Birao
IRP|IRP|||Isiro|Isiro
IRS|IRS|||Sturgis|Sturgis
ISA|ISA|||Mount Isa|Mount Isa
ISB|ISB|||Islamabad|Islamabad
ISC|ISC|||Isles Of Scilly|Isles Of Scilly
ISD|ISD|Искуанде|Искуанде|Iscuande|Iscuande
ISE|ISE|Испарта|Испарта|Isparta|Isparta
ISG|ISG|Исигаки|Исигаки|Ishigaki|Ishigaki
ISH|ISH|о.Искья|о.Искья|Ischia|Ischia
ISI|ISI|||Isisford|Isisford
ISJ|ISJ|Айла Мухерес|Айла Мухерес|Isla Mujeres|Isla Mujeres
ISK|ISK|Насик|Насик|Nasik|Nasik
ISL|ISL|||Isabel Pass|Isabel Pass
ISM|ISM|Киссимми|Киссимми|Kissimmee|Kissimmee
ISN|ISN|||Williston|Williston
ISO|ISO|||Kinston|Kinston
ISP|ISP|||Islip, NY|Islip, NY
ISQ|ISQ|||Manistique|Manistique
ISS|ISS|||Wiscasset|Wiscasset
IST|IST|Стамбул|Стамбул|Istanbul|Istanbul
ISW|ISW|||Wisconsin Rapids|Wisconsin Rapids
ITA|ITA|||Itacoatiara|Itacoatiara
ITB|ITB|||Itaituba|Itaituba
ITE|ITE|||Itubera|Itubera
ITH|ITH|||Ithaca|Ithaca
ITI|ITI|||Itambacuri|Itambacuri
ITK|ITK|Итокама|Итокама|Itokama|Itokama
ITM|ITM|Осака|Осака|Osaka|Osaka
ITN|ITN|||Itabuna|Itabuna
ITO|ITO|||Hilo|Hilo
ITP|ITP|||Itaperuna|Itaperuna
ITQ|ITQ|||Itaqui|Itaqui
ITR|ITR|||Itumbiara|Itumbiara
IUE|IUE|Ниуе-Айленд|Ниуе-Айленд|Niue Island|Niue Island
IUL|IUL|||Ilu|Ilu
IUM|IUM|||Summit Lake|Summit Lake
IUS|IUS|Инус|Инус|Inus|Inus
IVA|IVA|Амбандза|Амбандза|Ambanja|Ambanja
IVC|IVC|Инверкаргилл|Инверкаргилл|Invercargill|Invercargill
IVG|IVG|||Berane|Berane
IVH|IVH|||Ivishak|Ivishak
IVL|IVL|Ивало|Ивало|Ivalo|Ivalo
IVO|IVO|Чиволо|Чиволо|Chivolo|Chivolo
IVR|IVR|||Inverell|Inverell
IVW|IVW|||Inverway|Inverway
IWA|IWA|Иваново|Иваново|Ivanovo|Ivanovo
IWD|IWD|||Ironwood|Ironwood
IWJ|IWJ|Ивами|Ивами|Iwami|Iwami
IWO|IWO|||Iwo Jima Vol|Iwo Jima Vol
IWS|IWS|Хьюстон|Хьюстон|Houston|Houston
IXA|IXA|Агартала|Агартала|Agartala|Agartala
IXB|IXB|Багдогра|Багдогра|Bagdogra|Bagdogra
IXC|IXC|Чандигарх|Чандигарх|Chandigarh|Chandigarh
IXD|IXD|Аллахабад|Аллахабад|Allahabad|Allahabad
IXE|IXE|Мангалор|Мангалор|Mangalore|Mangalore
IXG|IXG|Белгаум|Белгаум|Belgaum|Belgaum
IXH|IXH|Кайлашахар|Кайлашахар|Kailashahar|Kailashahar
IXI|IXI|Лилабари|Лилабари|Lilabari|Lilabari
IXJ|IXJ|Джамму|Джамму|Jammu|Jammu
IXK|IXK|Кешод|Кешод|Keshod|Keshod
IXL|IXL|Лех|Лех|Leh|Leh
IXM|IXM|Мадурай|Мадурай|Madurai|Madurai
IXN|IXN|Ховаи|Ховаи|Khowai|Khowai
IXP|IXP|Патханкот|Патханкот|Pathankot|Pathankot
IXQ|IXQ|Камалпур|Камалпур|Kamalpur|Kamalpur
IXR|IXR|Ранчи|Ранчи|Ranchi|Ranchi
IXS|IXS|Силчар|Силчар|Silchar|Silchar
IXT|IXT|Пасигхат|Пасигхат|Pasighat|Pasighat
IXU|IXU|Аурангабад|Аурангабад|Aurangabad|Aurangabad
IXV|IXV|Алонг|Алонг|Along|Along
IXW|IXW|Джамшедпур|Джамшедпур|Jamshedpur|Jamshedpur
IXY|IXY|Кандия|Кандия|Kandla|Kandla
IXZ|IXZ|Порт-Блер|Порт-Блер|Port Blair|Port Blair
IYK|IYK|||Inyokern|Inyokern
IZO|IZO|Идзумо|Идзумо|Izumo|Izumo
IZT|IZT|Ихтепек|Ихтепек|Ixtepec|Ixtepec
JAA|JAA|Джелалабад|Джелалабад|Jalalabad|Jalalabad
JAB|JAB|Джабиру|Джабиру|Jabiru|Jabiru
JAC|JAC|Джексон|Джексон|Jackson|Jackson
JAD|JAD|Перт|Перт|Perth|Perth
JAE|JAE|Атланта|Атланта|Atlanta|Atlanta
JAF|JAF|Джафна|Джафна|Jaffna|Jaffna
JAG|JAG|Джакобабад|Джакобабад|Jacobabad|Jacobabad
JAH|JAH|||Aubagne|Aubagne
JAI|JAI|Джайпур|Джайпур|Jaipur|Jaipur
JAJ|JAJ|Атланта|Атланта|Atlanta|Atlanta
JAK|JAK|||Jacmel|Jacmel
JAL|JAL|Халапа|Халапа|Jalapa|Jalapa
JAM|JAM|Джамбол|Джамбол|Jambol|Jambol
JAN|JAN|Джексон|Джексон|Jackson|Jackson
JAO|JAO|Атланта|Атланта|Atlanta|Atlanta
JAP|JAP|Пунта Ренес|Пунта Ренес|Punta Renes|Punta Renes
JAQ|JAQ|Жакино-Бей|Жакино-Бей|Jacquinot Bay|Jacquinot Bay
JAR|JAR|||Jahrom|Jahrom
JAS|JAS|Джаспер|Джаспер|Jasper|Jasper
JAT|JAT|||Jabot|Jabot
JAU|JAU|Хауха|Хауха|Jauja|Jauja
JAV|JAV|||Ilulissat|Ilulissat
JAX|JAX|||Jacksonville, FL|Jacksonville, FL
JBC|JBC|Бостон|Бостон|Boston|Boston
JBK|JBK|||Berkeley|Berkeley
JBP|JBP|Лос Анджелес|Лос Анджелес|Los Angeles|Los Angeles
JBR|JBR|||Jonesboro|Jonesboro
JBS|JBS|||Pleasanton|Pleasanton
JBT|JBT|||Bethel|Bethel
JCA|JCA|Канны|Канны|Cannes|Cannes
JCB|JCB|||Joacaba|Joacaba
JCC|JCC|Сан-Кристобаль|Сан-Кристобаль|San Francisco|San Francisco
JCD|JCD|||St Croix Island|St Croix Island
JCE|JCE|||Oakland|Oakland
JCH|JCH|||Qasigiannguit|Qasigiannguit
JCI|JCI|||Olathe, KS|Olathe, KS
JCJ|JCJ|||Jeju|Jeju
JCK|JCK|||Julia Creek|Julia Creek
JCM|JCM|||Jacobina|Jacobina
JCN|JCN|Инчеон|Инчеон|Incheon|Incheon
JCO|JCO|||Comino|Comino
JCR|JCR|||Jacareacanga|Jacareacanga
JCT|JCT|||Junction|Junction
JCU|JCU|Сеута|Сеута|Ceuta|Ceuta
JCX|JCX|Лос Анджелес|Лос Анджелес|Los Angeles|Los Angeles
JCY|JCY|||Johnson|Johnson
JDA|JDA|||John Day|John Day
JDB|JDB|Даллас|Даллас|Dallas|Dallas
JDF|JDF|||Juiz De Fora|Juiz De Fora
JDH|JDH|Джодхпур|Джодхпур|Jodhpur|Jodhpur
JDM|JDM|Майами|Майами|Miami|Miami
JDN|JDN|Иордания|Иордания|Jordan|Jordan
JDO|JDO|||Juazeiro Do Norte|Juazeiro Do Norte
JDP|JDP|Париж|Париж|Paris|Paris
